irn,RG Number,Record on the Internet,Record on the Intranet,Has Transcript?
509222,RG-50.233.0140,Yes,Yes,yes
509223,RG-50.233.0141,Yes,Yes,yes
509224,RG-50.233.0142,Yes,Yes,yes
509225,RG-50.233.0143,Yes,Yes,Yes
509226,RG-50.233.0144,Yes,Yes,yes
510947,RG-50.233.0145,Yes,Yes,no
510949,RG-50.233.0146,Yes,Yes,no
510948,RG-50.233.0147,Yes,Yes,no
510950,RG-50.233.0148,Yes,Yes,no
513300,RG-50.234.0001,Yes,Yes,No
513301,RG-50.234.0002,Yes,Yes,No
513303,RG-50.234.0003,Yes,Yes,No
513307,RG-50.234.0004,Yes,Yes,no
513304,RG-50.234.0005,Yes,Yes,No
513305,RG-50.234.0006,Yes,Yes,No
513306,RG-50.234.0007,Yes,Yes,No
513302,RG-50.234.0008,Yes,Yes,no
513308,RG-50.234.0009,Yes,Yes,No
513309,RG-50.234.0010,Yes,Yes,No
513310,RG-50.234.0011,Yes,Yes,No
513311,RG-50.234.0012,Yes,Yes,No
513312,RG-50.234.0013,Yes,Yes,no
513313,RG-50.234.0014,Yes,Yes,No
513314,RG-50.234.0015,Yes,Yes,No
513315,RG-50.234.0016,Yes,Yes,No
513316,RG-50.234.0017,Yes,Yes,No
513317,RG-50.234.0018,Yes,Yes,no
513318,RG-50.234.0019,Yes,Yes,No
513319,RG-50.234.0020,Yes,Yes,No
513320,RG-50.234.0021,Yes,Yes,no
513321,RG-50.234.0022,Yes,Yes,yes
513322,RG-50.234.0023,Yes,Yes,No
513323,RG-50.234.0024,Yes,Yes,No
513324,RG-50.234.0025,Yes,Yes,Yes
513325,RG-50.234.0026,Yes,Yes,No
513326,RG-50.234.0027,Yes,Yes,No
513327,RG-50.234.0028,Yes,Yes,No
513328,RG-50.234.0029,Yes,Yes,No
513329,RG-50.234.0030,Yes,Yes,No
511171,RG-50.235.0001,Yes,Yes,Yes
512211,RG-50.236.0001,Yes,Yes,no
512212,RG-50.237.0001,Yes,Yes,no
512213,RG-50.238.0001,Yes,Yes,no
512214,RG-50.239.0001,Yes,Yes,no
512215,RG-50.240.0001,Yes,Yes,no
512216,RG-50.241.0001,Yes,Yes,no
512217,RG-50.242.0001,Yes,Yes,no
514114,RG-50.243.0001,Yes,Yes,no
514115,RG-50.243.0002,Yes,Yes,No
514116,RG-50.243.0003,Yes,Yes,No
514117,RG-50.243.0004,Yes,Yes,no
514118,RG-50.243.0005,Yes,Yes,yes
514119,RG-50.243.0006,Yes,Yes,no
514120,RG-50.243.0007,Yes,Yes,yes
514121,RG-50.243.0008,Yes,Yes,no
514122,RG-50.243.0009,Yes,Yes,no
514123,RG-50.243.0010,Yes,Yes,No
514124,RG-50.243.0011,Yes,Yes,no
514125,RG-50.243.0012,Yes,Yes,No
514126,RG-50.243.0013,Yes,Yes,yes
514127,RG-50.243.0014,Yes,Yes,no
514128,RG-50.243.0015,Yes,Yes,no
514129,RG-50.243.0016,Yes,Yes,No
514130,RG-50.243.0017,Yes,Yes,no
514131,RG-50.243.0018,Yes,Yes,yes
514132,RG-50.243.0019,Yes,Yes,yes
514133,RG-50.243.0020,Yes,Yes,no
514134,RG-50.243.0021,Yes,Yes,no
514136,RG-50.243.0022,Yes,Yes,yes
514135,RG-50.243.0023,Yes,Yes,no
514137,RG-50.243.0024,Yes,Yes,No
514138,RG-50.243.0025,Yes,Yes,yes
514139,RG-50.243.0026,Yes,Yes,no
514140,RG-50.243.0027,Yes,Yes,no
514141,RG-50.243.0028,Yes,Yes,no
514142,RG-50.243.0029,Yes,Yes,no
514143,RG-50.243.0030,Yes,Yes,no
514144,RG-50.243.0031,Yes,Yes,no
514145,RG-50.243.0032,Yes,Yes,No
514146,RG-50.243.0033,Yes,Yes,No
514147,RG-50.243.0034,Yes,Yes,no
514148,RG-50.243.0035,Yes,Yes,No
514149,RG-50.243.0036,Yes,Yes,No
514150,RG-50.243.0037,Yes,Yes,No
514151,RG-50.243.0038,Yes,Yes,No
514152,RG-50.243.0039,Yes,Yes,No
514153,RG-50.243.0040,Yes,Yes,no
514154,RG-50.243.0041,Yes,Yes,no
514155,RG-50.243.0042,Yes,Yes,no
514156,RG-50.243.0043,Yes,Yes,no
514157,RG-50.243.0044,Yes,Yes,no
514158,RG-50.243.0045,Yes,Yes,no
514159,RG-50.243.0046,Yes,Yes,no
514160,RG-50.243.0047,Yes,Yes,no
514161,RG-50.243.0048,Yes,Yes,no
514162,RG-50.243.0049,Yes,Yes,no
514163,RG-50.243.0050,Yes,Yes,No
607779,RG-50.243.0051,Yes,Yes,No
186616,RG-50.243.0052,Yes,Yes,No
186623,RG-50.243.0053,Yes,Yes,No
186624,RG-50.243.0054,Yes,Yes,No
553818,RG-50.243.0055,Yes,Yes,No
509740,RG-50.244.0001,Yes,Yes,no
509741,RG-50.244.0002,Yes,Yes,no
509742,RG-50.244.0003,Yes,Yes,no
509743,RG-50.244.0004,Yes,Yes,no
509744,RG-50.244.0005,Yes,Yes,no
509745,RG-50.244.0006,Yes,Yes,no
509746,RG-50.244.0007,Yes,Yes,no
509747,RG-50.244.0008,Yes,Yes,Yes
509748,RG-50.244.0009,Yes,Yes,Yes
509749,RG-50.244.0010,Yes,Yes,no
509750,RG-50.244.0011,Yes,Yes,no
509751,RG-50.244.0012,Yes,Yes,Yes
509752,RG-50.244.0013,Yes,Yes,Yes
509753,RG-50.244.0014,Yes,Yes,no
509754,RG-50.244.0015,Yes,Yes,no
509755,RG-50.244.0016,Yes,Yes,no
509756,RG-50.244.0017,Yes,Yes,no
509757,RG-50.244.0018,Yes,Yes,no
509758,RG-50.244.0019,Yes,Yes,no
509759,RG-50.244.0020,Yes,Yes,no
509760,RG-50.244.0021,Yes,Yes,no
509761,RG-50.244.0022,Yes,Yes,no
509762,RG-50.244.0023,Yes,Yes,no
509763,RG-50.244.0024,Yes,Yes,no
509764,RG-50.244.0025,Yes,Yes,no
509765,RG-50.244.0026,Yes,Yes,no
509766,RG-50.244.0027,Yes,Yes,no
509767,RG-50.244.0028,Yes,Yes,no
509870,RG-50.244.0029,Yes,Yes,no
509768,RG-50.244.0030,Yes,Yes,no
509769,RG-50.244.0031,Yes,Yes,Yes
509770,RG-50.244.0032,Yes,Yes,Yes
509771,RG-50.244.0033,Yes,Yes,no
509772,RG-50.244.0034,Yes,Yes,no
509773,RG-50.244.0035,Yes,Yes,no
509774,RG-50.244.0036,Yes,Yes,no
509775,RG-50.244.0037,Yes,Yes,no
509776,RG-50.244.0038,Yes,Yes,no
509777,RG-50.244.0039,Yes,Yes,no
509778,RG-50.244.0040,Yes,Yes,no
509779,RG-50.244.0041,Yes,Yes,no
509780,RG-50.244.0042,Yes,Yes,no
509781,RG-50.244.0043,Yes,Yes,no
509782,RG-50.244.0044,Yes,Yes,no
509783,RG-50.244.0045,Yes,Yes,no
509784,RG-50.244.0046,Yes,Yes,no
509785,RG-50.244.0047,Yes,Yes,no
509786,RG-50.244.0048,Yes,Yes,Yes
509787,RG-50.244.0049,Yes,Yes,no
509788,RG-50.244.0050,Yes,Yes,no
509790,RG-50.244.0051,Yes,Yes,Yes
509791,RG-50.244.0052,Yes,Yes,Yes
509792,RG-50.244.0053,Yes,Yes,no
509793,RG-50.244.0054,Yes,Yes,no
509794,RG-50.244.0055,Yes,Yes,no
509795,RG-50.244.0056,Yes,Yes,Yes
509796,RG-50.244.0057,Yes,Yes,no
509797,RG-50.244.0058,Yes,Yes,Yes
509798,RG-50.244.0059,Yes,Yes,no
509799,RG-50.244.0060,Yes,Yes,Yes
509800,RG-50.244.0061,Yes,Yes,no
509802,RG-50.244.0062,Yes,Yes,no
509803,RG-50.244.0063,Yes,Yes,Yes
509804,RG-50.244.0064,Yes,Yes,no
509805,RG-50.244.0065,Yes,Yes,no
509807,RG-50.244.0066,Yes,Yes,no
509808,RG-50.244.0067,Yes,Yes,no
509809,RG-50.244.0068,Yes,Yes,no
509810,RG-50.244.0069,Yes,Yes,no
509824,RG-50.244.0070,Yes,Yes,no
509825,RG-50.244.0071,Yes,Yes,no
509826,RG-50.244.0072,Yes,Yes,no
509827,RG-50.244.0073,Yes,Yes,no
509828,RG-50.244.0074,Yes,Yes,no
509829,RG-50.244.0075,Yes,Yes,no
509831,RG-50.244.0076,Yes,Yes,no
509832,RG-50.244.0077,Yes,Yes,no
509833,RG-50.244.0078,Yes,Yes,no
509836,RG-50.244.0079,Yes,Yes,no
509838,RG-50.244.0080,Yes,Yes,Yes
509839,RG-50.244.0081,Yes,Yes,no
509840,RG-50.244.0082,Yes,Yes,no
509843,RG-50.244.0083,Yes,Yes,no
509844,RG-50.244.0084,Yes,Yes,no
509846,RG-50.244.0085,Yes,Yes,no
509847,RG-50.244.0086,Yes,Yes,no
509849,RG-50.244.0087,Yes,Yes,no
509850,RG-50.244.0088,Yes,Yes,no
509851,RG-50.244.0089,Yes,Yes,no
509852,RG-50.244.0090,Yes,Yes,no
509854,RG-50.244.0091,Yes,Yes,no
509855,RG-50.244.0092,Yes,Yes,no
509857,RG-50.244.0093,Yes,Yes,no
509858,RG-50.244.0094,Yes,Yes,no
509859,RG-50.244.0095,Yes,Yes,no
509861,RG-50.244.0096,Yes,Yes,no
509862,RG-50.244.0097,Yes,Yes,no
509863,RG-50.244.0098,Yes,Yes,no
509864,RG-50.244.0099,Yes,Yes,no
509865,RG-50.244.0100,Yes,Yes,no
509866,RG-50.244.0101,Yes,Yes,no
509867,RG-50.244.0102,Yes,Yes,no
509868,RG-50.244.0103,Yes,Yes,Yes
509891,RG-50.244.0104,Yes,Yes,no
509892,RG-50.244.0105,Yes,Yes,no
509893,RG-50.244.0106,Yes,Yes,no
509895,RG-50.244.0107,Yes,Yes,no
509897,RG-50.244.0108,Yes,Yes,no
509899,RG-50.244.0109,Yes,Yes,no
509901,RG-50.244.0110,Yes,Yes,no
509903,RG-50.244.0111,Yes,Yes,no
509905,RG-50.244.0112,Yes,Yes,no
509907,RG-50.244.0113,Yes,Yes,yes
509908,RG-50.244.0114,Yes,Yes,no
509911,RG-50.244.0115,Yes,Yes,no
509913,RG-50.244.0116,Yes,Yes,no
509917,RG-50.244.0117,Yes,Yes,no
509918,RG-50.244.0118,Yes,Yes,Yes
509922,RG-50.244.0119,Yes,Yes,no
509923,RG-50.244.0120,Yes,Yes,no
509924,RG-50.244.0121,Yes,Yes,no
509926,RG-50.244.0122,Yes,Yes,no
509927,RG-50.244.0123,Yes,Yes,no
509928,RG-50.244.0124,Yes,Yes,no
509937,RG-50.244.0125,Yes,Yes,no
509938,RG-50.244.0126,Yes,Yes,no
509939,RG-50.244.0128,Yes,Yes,Yes
509940,RG-50.244.0129,Yes,Yes,Yes
509941,RG-50.244.0130,Yes,Yes,no
509945,RG-50.244.0131,Yes,Yes,no
509947,RG-50.244.0132,Yes,Yes,no
509950,RG-50.244.0133,Yes,Yes,Yes
509951,RG-50.244.0134,Yes,Yes,no
509953,RG-50.244.0135,Yes,Yes,no
509954,RG-50.244.0136,Yes,Yes,no
509955,RG-50.244.0137,Yes,Yes,no
509957,RG-50.244.0138,Yes,Yes,no
509958,RG-50.244.0139,Yes,Yes,no
509960,RG-50.244.0140,Yes,Yes,Yes
509961,RG-50.244.0141,Yes,Yes,no
509962,RG-50.244.0142,Yes,Yes,no
509963,RG-50.244.0143,Yes,Yes,no
509964,RG-50.244.0144,Yes,Yes,no
509966,RG-50.244.0145,Yes,Yes,no
509967,RG-50.244.0146,Yes,Yes,yes
509970,RG-50.244.0147,Yes,Yes,no
509971,RG-50.244.0148,Yes,Yes,no
509973,RG-50.244.0149,Yes,Yes,no
509974,RG-50.244.0150,Yes,Yes,no
509976,RG-50.244.0151,Yes,Yes,no
509977,RG-50.244.0152,Yes,Yes,no
509978,RG-50.244.0153,Yes,Yes,no
509980,RG-50.244.0154,Yes,Yes,no
509981,RG-50.244.0155,Yes,Yes,no
509982,RG-50.244.0156,Yes,Yes,no
509983,RG-50.244.0157,Yes,Yes,no
509984,RG-50.244.0158,Yes,Yes,Yes
509985,RG-50.244.0159,Yes,Yes,Yes
509986,RG-50.244.0160,Yes,Yes,no
509987,RG-50.244.0161,Yes,Yes,Yes
509988,RG-50.244.0162,Yes,Yes,no
509989,RG-50.244.0163,Yes,Yes,no
509990,RG-50.244.0164,Yes,Yes,no
509991,RG-50.244.0165,Yes,Yes,Yes
509992,RG-50.244.0166,Yes,Yes,no
509993,RG-50.244.0167,Yes,Yes,no
512218,RG-50.245.0001,Yes,Yes,no
512138,RG-50.246.0001,Yes,Yes,no
512219,RG-50.247.0001,Yes,Yes,no
512220,RG-50.248.0001,Yes,Yes,no
511222,RG-50.249.0001,Yes,Yes,no
512221,RG-50.250.0001,Yes,Yes,no
520383,RG-50.251.0001,Yes,Yes,no
520384,RG-50.252.0001,Yes,Yes,no
512222,RG-50.253.0001,Yes,Yes,no
512223,RG-50.254.0001,Yes,Yes,no
512224,RG-50.255.0001,Yes,Yes,no
512225,RG-50.256.0001,Yes,Yes,no
520385,RG-50.257.0001,Yes,Yes,no
511223,RG-50.258.0001,Yes,Yes,no
511226,RG-50.259.0001,Yes,Yes,no
512226,RG-50.260.0001,Yes,Yes,no
597346,RG-50.261.0001,Yes,Yes,No
520334,RG-50.262.0001,Yes,Yes,no
512139,RG-50.263.0001,Yes,Yes,no
597401,RG-50.264.0001,Yes,Yes,No
520335,RG-50.265.0001,Yes,Yes,no
511003,RG-50.266.0001,Yes,Yes,yes
511004,RG-50.266.0002,Yes,Yes,No
511005,RG-50.266.0003,Yes,Yes,No
511006,RG-50.266.0004,Yes,Yes,No
511007,RG-50.266.0005,Yes,Yes,No
511008,RG-50.266.0006,Yes,Yes,yes
511009,RG-50.266.0007,Yes,Yes,No
511010,RG-50.266.0008,Yes,Yes,yes
511011,RG-50.266.0009,Yes,Yes,yes
511012,RG-50.266.0010,Yes,Yes,No
511013,RG-50.266.0011,Yes,Yes,No
511014,RG-50.266.0012,Yes,Yes,No
511015,RG-50.266.0013,Yes,Yes,No
511016,RG-50.266.0014,Yes,Yes,No
511017,RG-50.266.0015,Yes,Yes,No
610627,RG-50.267.0001,Yes,Yes,No
520311,RG-50.268.0001,Yes,Yes,no
512140,RG-50.269.0001,Yes,Yes,no
512142,RG-50.270.0001,Yes,Yes,no
520312,RG-50.271.0001,Yes,Yes,no
520313,RG-50.272.0001,Yes,Yes,no
597281,RG-50.273.0001,Yes,Yes,No
616352,RG-50.273.0002,Yes,Yes,No
520314,RG-50.274.0001,Yes,Yes,no
512228,RG-50.275.0001,Yes,Yes,no
617798,RG-50.276.0001,Yes,Yes,No
520315,RG-50.277.0001,Yes,Yes,no
520316,RG-50.278.0001,Yes,Yes,no
502037,RG-50.279.0001,Yes,Yes,no
520317,RG-50.280.0001,Yes,Yes,no
512143,RG-50.281.0001,Yes,Yes,no
520436,RG-50.282.0001,Yes,Yes,no
619115,RG-50.283.0001,Yes,Yes,No
619121,RG-50.283.0002,Yes,Yes,No
619104,RG-50.283.0003,Yes,Yes,No
619123,RG-50.283.0004,Yes,Yes,No
619130,RG-50.283.0005,Yes,Yes,No
619136,RG-50.283.0006,Yes,Yes,No
619141,RG-50.283.0007,Yes,Yes,No
623157,RG-50.284.0001,Yes,Yes,No
623156,RG-50.284.0002,Yes,Yes,No
623147,RG-50.284.0003,Yes,Yes,No
623160,RG-50.284.0004,Yes,Yes,No
623151,RG-50.284.0005,Yes,Yes,No
623153,RG-50.284.0006,Yes,Yes,No
623158,RG-50.284.0007,Yes,Yes,No
623155,RG-50.284.0008,Yes,Yes,No
623159,RG-50.284.0009,Yes,Yes,No
623152,RG-50.284.0010,Yes,Yes,No
623154,RG-50.284.0011,Yes,Yes,No
623150,RG-50.284.0012,Yes,Yes,No
619290,RG-50.285.0001,Yes,Yes,No
619292,RG-50.285.0002,Yes,Yes,No
619294,RG-50.285.0003,Yes,Yes,No
619295,RG-50.285.0004,Yes,Yes,No
619875,RG-50.285.0005,Yes,Yes,No
619876,RG-50.285.0006,Yes,Yes,No
619874,RG-50.285.0007,Yes,Yes,No
627183,RG-50.285.0008,Yes,Yes,No
627184,RG-50.285.0009,Yes,Yes,No
627185,RG-50.285.0010,Yes,Yes,No
627186,RG-50.285.0011,Yes,Yes,No
628348,RG-50.285.0012,Yes,Yes,No
628349,RG-50.285.0013,Yes,Yes,No
628350,RG-50.285.0014,Yes,Yes,No
628351,RG-50.285.0015,Yes,Yes,No
628353,RG-50.285.0016,Yes,Yes,No
628354,RG-50.285.0017,Yes,Yes,No
628355,RG-50.285.0018,Yes,Yes,No
676297,RG-50.285.0019,Yes,Yes,No
676299,RG-50.285.0020,Yes,Yes,No
676300,RG-50.285.0021,Yes,Yes,No
676301,RG-50.285.0022,Yes,Yes,No
684929,RG-50.285.0023,Yes,Yes,No
684930,RG-50.285.0024,Yes,Yes,No
684932,RG-50.285.0025,Yes,Yes,No
684933,RG-50.285.0026,Yes,Yes,No
685132,RG-50.285.0027,Yes,Yes,No
685134,RG-50.285.0028,Yes,Yes,No
694042,RG-50.285.0029,Yes,Yes,No
694043,RG-50.285.0030,Yes,Yes,No
694044,RG-50.285.0031,Yes,Yes,No
694045,RG-50.285.0032,Yes,Yes,No
694046,RG-50.285.0033,Yes,Yes,No
694047,RG-50.285.0034,Yes,Yes,No
694048,RG-50.285.0035,Yes,Yes,No
707272,RG-50.285.0036,Yes,Yes,No
707273,RG-50.285.0037,Yes,Yes,No
713294,RG-50.285.0038,Yes,Yes,No
520318,RG-50.286.0001,Yes,Yes,no
520319,RG-50.287.0001,Yes,Yes,no
596752,RG-50.288.0001,Yes,Yes,No
520320,RG-50.289.0001,Yes,Yes,no
564714,RG-50.290.0001,Yes,Yes,No
564717,RG-50.290.0002,Yes,Yes,No
564718,RG-50.290.0003,Yes,Yes,No
564719,RG-50.290.0004,Yes,Yes,No
564720,RG-50.290.0005,Yes,Yes,No
564721,RG-50.290.0006,Yes,Yes,No
564722,RG-50.290.0007,Yes,Yes,No
520321,RG-50.291.0001,Yes,Yes,no
520437,RG-50.293.0001,Yes,Yes,no
520322,RG-50.294.0001,Yes,Yes,no
557349,RG-50.295.0001,Yes,Yes,No
520323,RG-50.296.0001,Yes,Yes,no
520324,RG-50.297.0001,Yes,Yes,no
512144,RG-50.298.0001,Yes,Yes,no
512145,RG-50.299.0001,Yes,Yes,no
512146,RG-50.300.0001,Yes,Yes,no
520325,RG-50.301.0001,Yes,Yes,no
512147,RG-50.302.0001,Yes,Yes,no
512148,RG-50.303.0001,Yes,Yes,no
512229,RG-50.304.0001,Yes,Yes,no
520336,RG-50.305.0001,No,No,no
520337,RG-50.306.0001,No,Yes,no
512653,RG-50.307.0001,Yes,Yes,no
512654,RG-50.307.0002,Yes,Yes,no
512655,RG-50.307.0003,Yes,Yes,no
512656,RG-50.307.0004,Yes,Yes,no
512657,RG-50.307.0005,Yes,Yes,no
512658,RG-50.307.0006,Yes,Yes,no
512659,RG-50.307.0007,Yes,Yes,no
512660,RG-50.307.0008,Yes,Yes,no
512662,RG-50.307.0009,Yes,Yes,no
512663,RG-50.307.0010,Yes,Yes,no
512664,RG-50.307.0011,Yes,Yes,no
512665,RG-50.307.0012,Yes,Yes,no
512666,RG-50.307.0013,Yes,Yes,no
512667,RG-50.307.0014,Yes,Yes,no
512668,RG-50.307.0015,Yes,Yes,no
512672,RG-50.307.0016,Yes,Yes,no
512673,RG-50.307.0017,Yes,Yes,no
512674,RG-50.307.0018,Yes,Yes,no
512675,RG-50.307.0019,Yes,Yes,no
512676,RG-50.307.0020,Yes,Yes,no
512679,RG-50.307.0021,Yes,Yes,no
512680,RG-50.307.0022,Yes,Yes,no
512681,RG-50.307.0023,Yes,Yes,no
512682,RG-50.307.0024,Yes,Yes,no
512683,RG-50.307.0025,Yes,Yes,no
512684,RG-50.307.0026,Yes,Yes,no
512685,RG-50.307.0027,Yes,Yes,no
512686,RG-50.307.0028,Yes,Yes,no
512687,RG-50.307.0029,Yes,Yes,no
512688,RG-50.307.0030,Yes,Yes,no
512689,RG-50.307.0031,Yes,Yes,no
512690,RG-50.307.0032,Yes,Yes,no
512691,RG-50.307.0033,Yes,Yes,no
512692,RG-50.307.0034,Yes,Yes,no
512693,RG-50.307.0036,Yes,Yes,no
512694,RG-50.307.0037,Yes,Yes,no
512695,RG-50.307.0038,Yes,Yes,no
512696,RG-50.307.0039,Yes,Yes,no
512697,RG-50.307.0040,Yes,Yes,no
512698,RG-50.307.0041,Yes,Yes,no
512699,RG-50.307.0042,Yes,Yes,no
512700,RG-50.307.0043,Yes,Yes,no
512701,RG-50.307.0044,Yes,Yes,no
512702,RG-50.307.0045,Yes,Yes,no
512704,RG-50.307.0046,Yes,Yes,no
512705,RG-50.307.0047,Yes,Yes,no
512706,RG-50.307.0048,Yes,Yes,no
512707,RG-50.307.0049,Yes,Yes,no
512708,RG-50.307.0050,Yes,Yes,no
512709,RG-50.307.0051,Yes,Yes,no
512710,RG-50.307.0052,Yes,Yes,no
512711,RG-50.307.0053,Yes,Yes,no
512712,RG-50.307.0054,Yes,Yes,no
511855,RG-50.308.0001,Yes,Yes,no
511856,RG-50.308.0002,Yes,Yes,no
511857,RG-50.308.0003,Yes,Yes,no
511858,RG-50.308.0004,Yes,Yes,no
511859,RG-50.308.0005,Yes,Yes,no
511860,RG-50.308.0006,Yes,Yes,no
511861,RG-50.308.0007,Yes,Yes,no
511862,RG-50.308.0008,Yes,Yes,no
511863,RG-50.308.0009,Yes,Yes,no
511864,RG-50.308.0010,Yes,Yes,no
511865,RG-50.308.0011,Yes,Yes,no
511866,RG-50.308.0012,Yes,Yes,no
511867,RG-50.308.0013,Yes,Yes,no
511868,RG-50.308.0014,Yes,Yes,no
595086,RG-50.309.0001,Yes,Yes,No
513330,RG-50.310.0001,Yes,Yes,no
513331,RG-50.310.0002,Yes,Yes,no
513332,RG-50.310.0003,Yes,Yes,no
513333,RG-50.310.0004,Yes,Yes,no
511225,RG-50.311.0001,Yes,Yes,no
512230,RG-50.312.0001,Yes,Yes,no
512231,RG-50.313.0001,Yes,Yes,no
512232,RG-50.314.0001,Yes,Yes,no
592358,RG-50.315.0001,Yes,Yes,No
512233,RG-50.316.0001,Yes,Yes,no
513335,RG-50.317.0001,Yes,Yes,no
513336,RG-50.317.0002,Yes,Yes,no
513337,RG-50.317.0003,Yes,Yes,no
513338,RG-50.317.0004,Yes,Yes,no
513339,RG-50.317.0005,Yes,Yes,no
513340,RG-50.317.0006,Yes,Yes,no
513341,RG-50.317.0007,Yes,Yes,no
513342,RG-50.317.0008,Yes,Yes,no
513343,RG-50.317.0009,Yes,Yes,no
513344,RG-50.317.0010,Yes,Yes,no
513345,RG-50.317.0011,Yes,Yes,no
513346,RG-50.317.0012,Yes,Yes,no
513347,RG-50.317.0013,Yes,Yes,no
513348,RG-50.317.0014,Yes,Yes,no
513350,RG-50.317.0015,Yes,Yes,no
513351,RG-50.317.0016,Yes,Yes,no
513352,RG-50.317.0017,Yes,Yes,no
513353,RG-50.317.0018,Yes,Yes,no
513354,RG-50.317.0019,Yes,Yes,no
513355,RG-50.317.0020,Yes,Yes,no
513356,RG-50.317.0021,Yes,Yes,no
513357,RG-50.317.0022,Yes,Yes,no
513358,RG-50.317.0023,Yes,Yes,no
513359,RG-50.317.0024,Yes,Yes,no
513360,RG-50.317.0025,Yes,Yes,no
520441,RG-50.318.0001,Yes,Yes,no
520442,RG-50.318.0002,Yes,Yes,no
512302,RG-50.319.0001,Yes,Yes,no
511224,RG-50.320.0001,Yes,Yes,no
512268,RG-50.321.0001,Yes,Yes,no
510453,RG-50.322.0001,Yes,Yes,yes
510454,RG-50.322.0002,Yes,Yes,yes
510455,RG-50.322.0003,Yes,Yes,yes
510456,RG-50.322.0004,Yes,Yes,yes
510457,RG-50.322.0005,Yes,Yes,yes
510458,RG-50.322.0006,Yes,Yes,yes
510459,RG-50.322.0007,Yes,Yes,yes
510460,RG-50.322.0008,Yes,Yes,yes
510461,RG-50.322.0009,Yes,Yes,yes
510464,RG-50.322.0010,Yes,Yes,yes
510465,RG-50.322.0011,Yes,Yes,yes
510466,RG-50.322.0012,Yes,Yes,yes
510467,RG-50.322.0013,Yes,Yes,yes
510468,RG-50.322.0014,Yes,Yes,yes
510469,RG-50.322.0015,Yes,Yes,yes
510470,RG-50.322.0016,Yes,Yes,yes
510471,RG-50.322.0017,Yes,Yes,yes
510472,RG-50.322.0018,Yes,Yes,yes
510473,RG-50.322.0019,Yes,Yes,yes
510474,RG-50.322.0020,Yes,Yes,yes
510475,RG-50.322.0021,Yes,Yes,yes
510476,RG-50.322.0022,Yes,Yes,yes
510477,RG-50.322.0023,Yes,Yes,yes
510478,RG-50.322.0024,Yes,Yes,yes
510479,RG-50.322.0025,Yes,Yes,yes
510480,RG-50.322.0026,Yes,Yes,yes
510481,RG-50.322.0027,Yes,Yes,yes
510482,RG-50.322.0028,Yes,Yes,yes
510483,RG-50.322.0029,Yes,Yes,yes
510484,RG-50.322.0030,Yes,Yes,yes
510485,RG-50.322.0031,Yes,Yes,yes
510486,RG-50.322.0032,Yes,Yes,yes
510487,RG-50.322.0033,Yes,Yes,yes
507868,RG-50.323.0001,Yes,Yes,No
508089,RG-50.323.0002,Yes,Yes,No
508090,RG-50.323.0003,Yes,Yes,No
508091,RG-50.323.0004,Yes,Yes,No
508092,RG-50.323.0005,Yes,Yes,No
508093,RG-50.323.0006,Yes,Yes,No
508094,RG-50.323.0007,Yes,Yes,No
508095,RG-50.323.0008,Yes,Yes,No
508096,RG-50.323.0009,Yes,Yes,no
508097,RG-50.323.0010,Yes,Yes,No
508098,RG-50.323.0011,Yes,Yes,No
508099,RG-50.323.0013,Yes,Yes,no
508100,RG-50.323.0014,Yes,Yes,no
512149,RG-50.324.0001,Yes,Yes,no
512150,RG-50.325.0001,Yes,Yes,no
512151,RG-50.326.0001,Yes,Yes,no
520326,RG-50.327.0001,No,Yes,no
512152,RG-50.328.0001,Yes,Yes,no
512234,RG-50.329.0001,Yes,Yes,no
520327,RG-50.330.0001,No,Yes,no
512235,RG-50.331.0001,Yes,Yes,no
508804,RG-50.332.0001,Yes,Yes,No
520386,RG-50.333.0001,Yes,Yes,no
512154,RG-50.334.0001,Yes,Yes,no
512155,RG-50.334.0002,Yes,Yes,no
520387,RG-50.335.0001,Yes,Yes,no
520338,RG-50.336.0001,No,Yes,no
520339,RG-50.337.0001,No,Yes,no
520412,RG-50.338.0001,Yes,Yes,Yes
512156,RG-50.339.0001,Yes,Yes,no
512157,RG-50.340.0001,Yes,Yes,no
512158,RG-50.341.0001,Yes,Yes,no
512236,RG-50.342.0001,Yes,Yes,no
520388,RG-50.343.0001,Yes,Yes,no
513362,RG-50.344.0001,Yes,Yes,yes
513370,RG-50.344.0002,Yes,Yes,yes
513371,RG-50.344.0003,Yes,Yes,yes
513372,RG-50.344.0004,Yes,Yes,yes
513373,RG-50.344.0005,Yes,Yes,yes
513374,RG-50.344.0006,Yes,Yes,yes
513375,RG-50.344.0007,Yes,Yes,yes
513376,RG-50.344.0008,Yes,Yes,yes
513377,RG-50.344.0009,Yes,Yes,yes
520445,RG-50.345.0001,Yes,Yes,Yes
512159,RG-50.346.0001,Yes,Yes,no
520413,RG-50.347.0001,Yes,Yes,no
520414,RG-50.348.0001,Yes,Yes,no
520415,RG-50.349.0001,Yes,Yes,no
520416,RG-50.350.0001,Yes,Yes,no
563279,RG-50.351.0001,No,Yes,No
512259,RG-50.352.0001,Yes,Yes,no
520417,RG-50.353.0001,Yes,Yes,no
520389,RG-50.354.0001,Yes,Yes,no
520418,RG-50.355.0001,Yes,Yes,no
520435,RG-50.356.0001,Yes,Yes,no
520419,RG-50.357.0001,Yes,Yes,no
512160,RG-50.358.0001,Yes,Yes,no
